GENART_DESC;GENARTNR;TYPENR;BSK_POS;RATIO (%);MEYLE;TRUCKTEC AUTOMOTIVE;AIC;VAICO;MAXGEAR;TCMATIC;ZF;FEBI BILSTEIN;HENGST FILTER;SWAG
Teilesatz, Automatikgetriebe-?lwechsel;4921;100791;1;0,0022;1;0;4;8;0;9;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;18551;2;0,0045;3;0;0;2;0;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;31591;12;0,027;3;0;2;4;0;2;1;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;9854;6;0,0135;3;0;1;4;0;6;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;113340;32;0,0719;4;0;5;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;136031;27;0,0607;6;1;2;3;0;6;2;2;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;137721;1;0,0022;3;0;0;0;1;0;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;33407;1;0,0022;2;0;4;5;0;6;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;28222;1;0,0022;0;0;0;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19998;3;0,0067;6;2;2;3;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;131302;3;0,0067;2;0;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;55986;1;0,0022;0;0;4;5;0;6;3;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;145815;1;0,0022;0;0;0;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;50895;9;0,0202;4;0;6;5;0;6;2;2;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;18988;4;0,009;6;1;5;8;0;9;2;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;147379;1;0,0022;6;0;1;3;0;6;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;8384;4;0,009;5;0;6;4;0;10;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;55333;45;0,1012;3;0;2;3;0;3;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;28216;1;0,0022;4;0;2;4;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;145289;3;0,0067;0;0;0;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;12075;2;0,0045;6;0;8;13;0;12;2;2;3;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;9899;1;0,0022;3;0;0;3;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;154486;1;0,0022;3;0;0;0;0;0;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;30398;1;0,0022;3;0;1;3;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;136675;1;0,0022;0;0;0;4;0;6;0;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;101157;31;0,0697;3;0;2;4;0;2;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19474;16;0,036;4;0;0;4;0;6;2;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;23695;37;0,0832;1;0;4;2;0;3;4;2;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;144949;1;0,0022;0;0;0;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;15945;1;0,0022;0;0;2;4;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;118488;7;0,0157;1;0;2;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;136459;1;0,0022;3;0;2;3;0;3;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;139766;12;0,027;3;0;2;10;0;9;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;31439;1;0,0022;3;0;3;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;52831;1;0,0022;1;1;7;8;0;9;2;2;3;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;112279;2;0,0045;6;0;5;8;0;9;0;1;3;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;19359;1;0,0022;0;0;0;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;126013;15;0,0337;3;0;2;2;0;3;3;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;30864;1;0,0022;4;1;5;6;0;6;2;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;25441;5;0,0112;7;0;11;6;0;8;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;23403;2;0,0045;7;0;17;6;0;8;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;110018;4;0,009;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;108004;7;0,0157;7;1;0;3;0;12;3;3;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;137059;3;0,0067;2;0;0;7;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;118553;2;0,0045;0;0;2;3;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;134292;17;0,0382;6;0;7;5;0;3;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;58418;2;0,0045;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;128645;4;0,009;2;0;2;4;0;6;2;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;57594;12;0,027;3;0;5;5;0;6;2;2;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;112364;8;0,018;9;1;6;6;0;7;5;3;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;100572;62;0,1394;0;0;0;3;0;4;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;57243;1;0,0022;9;1;6;6;0;7;5;3;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;18884;1;0,0022;3;0;13;7;0;8;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;5405;4;0,009;5;0;6;4;0;10;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;58944;3;0,0067;2;0;2;4;0;2;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;15723;5;0,0112;5;0;8;7;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;3881;1;0,0022;0;0;0;5;0;12;2;2;0;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;17863;25;0,0562;5;0;9;7;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;33046;23;0,0517;7;0;8;6;0;8;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;112236;64;0,1439;9;1;6;9;0;10;5;4;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;1872;3;0,0067;3;0;2;0;0;6;0;1;0;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;105917;2;0,0045;2;0;2;4;0;2;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;132641;31;0,0697;5;0;2;2;0;3;5;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;59223;1;0,0022;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;12310;84;0,1888;9;0;8;12;0;7;5;4;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;115156;4;0,009;6;0;5;6;0;5;0;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;136790;4;0,009;2;0;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;4614;6;0,0135;3;0;2;6;0;9;0;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;31569;2;0,0045;2;0;4;5;0;6;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;13822;1;0,0022;7;0;6;3;0;4;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;148076;1;0,0022;0;0;2;0;0;6;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;128664;1;0,0022;4;0;0;0;0;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19563;1;0,0022;2;0;1;5;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;8696;7;0,0157;3;0;0;0;0;3;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;126747;1;0,0022;3;0;2;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;31048;72;0,1618;14;0;16;13;0;15;5;4;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;137165;2;0,0045;2;0;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;59683;3;0,0067;0;0;1;6;0;6;3;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;17291;6;0,0135;3;1;2;3;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;7605;3;0,0067;5;0;3;4;0;4;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;25472;1;0,0022;3;1;2;6;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;55796;1;0,0022;0;0;0;3;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19621;4;0,009;2;0;2;6;0;3;2;2;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;22460;30;0,0674;12;0;17;10;0;8;2;2;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;31502;4;0,009;7;0;11;3;0;8;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;112243;17;0,0382;0;0;1;4;0;6;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;117088;12;0,027;3;0;5;9;0;10;3;0;3;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19737;11;0,0247;5;0;6;4;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;127386;3;0,0067;0;0;0;4;0;6;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;18594;90;0,2023;3;0;11;3;0;8;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;117555;1;0,0022;0;0;0;2;0;3;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;28276;6;0,0135;2;0;4;5;0;6;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;141869;1;0,0022;5;0;0;7;0;8;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;124818;13;0,0292;2;1;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;130548;2;0,0045;0;0;0;3;0;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;14775;1;0,0022;3;0;0;3;0;3;2;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;30868;2;0,0045;4;1;5;6;0;6;2;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;8204;19;0,0427;3;0;1;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;101049;25;0,0562;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;136134;13;0,0292;6;0;3;8;0;9;2;2;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;143268;1;0,0022;2;0;2;7;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;112412;1;0,0022;0;0;2;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;9500;2;0,0045;5;0;6;4;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;133248;2;0,0045;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;120613;3;0,0067;4;0;3;5;0;6;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;127856;8;0,018;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;55985;2;0,0045;3;0;7;8;0;6;3;0;3;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;14940;2;0,0045;0;0;2;0;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;815;9;0,0202;3;0;0;6;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;16698;2;0,0045;0;1;3;3;0;3;2;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;109294;11;0,0247;6;1;6;6;0;7;3;2;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;3815;3;0,0067;0;0;0;4;0;6;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;17189;3;0,0067;5;0;9;7;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;16463;1;0,0022;3;0;0;2;0;4;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;32073;1;0,0022;0;0;0;0;0;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;109274;13;0,0292;4;0;2;4;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19821;2;0,0045;6;0;7;5;0;6;3;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;108637;4;0,009;1;0;6;8;0;9;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;120244;3;0,0067;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;145285;2;0,0045;0;0;2;7;0;3;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;15535;3;0,0067;3;0;2;3;0;6;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;6981;1;0,0022;3;0;1;4;0;6;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;16976;2;0,0045;5;0;9;7;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;19469;3;0,0067;3;0;7;9;0;6;2;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;112982;1;0,0022;0;0;2;0;0;0;2;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;118116;1;0,0022;9;1;2;3;0;3;2;3;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;13042;2;0,0045;3;0;0;2;0;6;4;1;0;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;32789;18;0,0405;3;0;5;2;0;3;0;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;10207;1;0,0022;0;0;0;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;111075;2;0,0045;0;0;0;2;0;4;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;132447;3;0,0067;3;0;0;1;0;1;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;142492;2;0,0045;0;0;0;5;0;7;0;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;129511;1;0,0022;0;0;0;0;0;0;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;135697;2;0,0045;3;0;1;4;0;4;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;33008;4;0,009;3;1;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;147481;1;0,0022;0;0;0;3;0;3;0;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;18718;4;0,009;3;0;13;7;0;8;0;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;33791;3;0,0067;0;0;2;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;22701;5;0,0112;7;0;17;6;0;8;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;128649;3;0,0067;2;0;0;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;16129;10;0,0225;12;0;17;3;0;4;5;3;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;23404;15;0,0337;5;0;9;7;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;120252;1;0,0022;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;33339;31;0,0697;3;0;1;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;128193;24;0,0539;3;0;5;5;0;6;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;31577;35;0,0787;14;0;17;13;0;11;7;4;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;17618;1;0,0022;3;0;0;2;0;4;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;139338;1;0,0022;0;0;0;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;106385;1;0,0022;2;0;2;6;0;4;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;117064;1;0,0022;3;0;2;7;0;5;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;35666;1;0,0022;6;0;2;6;0;4;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;18882;2;0,0045;5;0;9;3;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;13111;1;0,0022;5;0;6;4;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;18520;1;0,0022;6;0;5;2;0;6;2;3;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;32947;5;0,0112;14;0;16;13;0;15;7;4;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;18325;1;0,0022;3;1;2;3;0;6;4;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;59438;50;0,1124;3;0;2;3;0;3;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19467;1;0,0022;6;0;7;9;0;6;4;2;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;115110;6;0,0135;0;0;1;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;145598;5;0,0112;3;0;0;6;0;8;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;29928;8;0,018;4;0;2;4;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;32606;4;0,009;2;0;2;4;0;2;0;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;30002;3;0,0067;2;0;4;5;0;6;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;137972;1;0,0022;3;0;0;0;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;26883;7;0,0157;4;0;2;4;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;59780;2;0,0045;3;0;2;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;122823;1;0,0022;2;1;2;6;0;6;2;2;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;59809;1;0,0022;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;27562;4;0,009;3;0;5;2;0;3;3;2;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;131315;6;0,0135;2;0;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;15270;2;0,0045;6;0;0;8;0;12;2;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;56028;1;0,0022;3;0;2;2;0;3;3;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;357;2;0,0045;1;0;5;2;0;3;0;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;15108;1;0,0022;5;0;4;7;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;46024;2;0,0045;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;22522;2;0,0045;3;0;1;4;0;6;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;143837;2;0,0045;0;0;0;0;0;14;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;125336;2;0,0045;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;59017;3;0,0067;4;1;0;0;0;3;3;1;0;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;137946;1;0,0022;3;0;0;0;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;23399;14;0,0315;12;0;17;10;0;8;2;3;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;106453;88;0,1978;9;1;6;6;0;7;5;3;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;8382;1;0,0022;5;0;6;4;0;10;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;9037;8;0,018;5;0;6;4;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;145009;1;0,0022;3;0;0;10;0;6;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;142485;1;0,0022;0;0;2;0;0;3;2;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;133935;3;0,0067;2;0;2;6;0;6;2;2;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;25466;3;0,0067;3;0;2;3;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;15417;2;0,0045;6;0;2;3;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;16959;2;0,0045;5;0;11;7;0;4;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;24478;7;0,0157;3;0;1;3;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;31044;5;0,0112;7;0;17;10;0;12;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;30902;6;0,0135;0;0;0;3;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;18716;1;0,0022;3;0;13;7;0;8;0;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;120901;3;0,0067;5;0;5;9;0;10;3;0;3;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;56784;1;0,0022;4;0;4;9;0;8;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;15333;2;0,0045;0;0;0;0;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;12690;2;0,0045;3;1;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;28227;6;0,0135;4;0;2;4;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;117089;116;0,2608;3;0;3;7;0;7;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;10039;2;0,0045;3;0;0;8;0;9;0;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;4630;2;0,0045;1;0;0;3;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;16184;1;0,0022;4;0;2;2;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;10334;7;0,0157;12;0;8;6;0;8;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;5278;6;0,0135;0;0;2;0;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;100816;27;0,0607;3;0;2;3;0;3;2;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19835;4;0,009;7;1;5;6;0;6;2;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;133658;35;0,0787;3;0;3;7;0;7;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;108635;2;0,0045;1;0;6;12;0;10;2;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;18665;4;0,009;3;0;2;5;0;6;2;3;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;5052;6;0,0135;4;0;0;8;0;9;2;1;0;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;115000;13;0,0292;3;0;1;3;0;3;0;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;22518;1;0,0022;3;0;1;4;0;6;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;112232;1;0,0022;7;1;0;0;0;3;3;2;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;106389;2;0,0045;4;0;2;6;0;5;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;55152;1;0,0022;0;0;2;0;0;0;2;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;16047;2;0,0045;3;0;4;2;0;6;2;1;0;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;138989;10;0,0225;6;0;0;0;0;12;0;3;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;19919;7;0,0157;6;1;2;6;0;6;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;3692;1;0,0022;2;0;0;4;0;4;0;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;8963;7;0,0157;3;0;0;3;0;3;0;1;0;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;53235;1;0,0022;3;0;2;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;132805;3;0,0067;0;0;0;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;133296;1;0,0022;3;0;2;2;0;3;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;31026;2;0,0045;3;1;5;6;0;6;4;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;140380;1;0,0022;0;0;0;0;0;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;7960;30;0,0674;3;0;8;10;0;9;2;1;3;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;123112;6;0,0135;6;0;5;9;0;10;0;0;3;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;111766;3;0,0067;0;0;0;0;0;0;0;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;32799;9;0,0202;12;0;13;10;0;8;5;3;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;10274;2;0,0045;0;0;2;4;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;128857;1;0,0022;0;0;0;2;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;11965;1;0,0022;0;0;0;0;0;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;16697;4;0,009;6;1;3;3;0;3;2;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;12470;2;0,0045;3;1;2;2;0;6;3;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;122810;20;0,045;2;1;2;3;0;3;2;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;106297;9;0,0202;9;1;6;6;0;7;5;3;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;6381;15;0,0337;1;0;0;4;0;3;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;6921;9;0,0202;3;0;1;2;0;3;2;1;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;53234;3;0,0067;3;0;2;2;0;3;2;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;137009;1;0,0022;2;0;1;6;0;6;2;2;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;362;1;0,0022;3;0;0;0;0;6;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;107969;3;0,0067;0;0;1;2;0;3;0;0;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;11837;2;0,0045;3;1;2;2;0;3;3;1;1;1
