GENART_DESC;GENARTNR;TYPENR;BSK_POS;RATIO (%);VAICO;ZF;ORIGINAL Sch?ferbarthold;FEBI BILSTEIN;TCMATIC;SWAG;TRUCKTEC AUTOMOTIVE;HENGST FILTER;AIC;MEYLE
Teilesatz, Automatikgetriebe-?lwechsel;4921;18033;1;0,0022;4;2;0;1;9;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;13168;2;0,0045;7;2;0;1;9;0;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;451;1;0,0022;6;0;0;0;6;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;55146;1;0,0022;0;2;0;0;0;0;0;1;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;143055;1;0,0022;0;0;0;1;3;1;0;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;23174;1;0,0022;0;0;0;0;3;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;23797;1;0,0022;4;0;0;0;0;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;126888;1;0,0022;2;3;0;1;3;1;0;1;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;115173;1;0,0022;4;0;0;0;2;0;0;1;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;100057;1;0,0022;3;0;0;1;3;1;0;2;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;119877;3;0,0067;2;3;0;0;3;0;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;15720;1;0,0022;7;2;0;1;4;1;0;1;8;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;141911;1;0,0022;2;3;0;0;6;0;0;1;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;11785;1;0,0022;4;0;0;0;1;0;0;1;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;106644;825;1,8482;5;4;0;3;6;2;0;2;7;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;18249;16;0,0358;5;2;0;2;6;1;0;1;7;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;109843;27;0,0605;2;4;0;1;3;1;0;1;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;101051;8;0,0179;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;135644;10;0,0224;0;2;0;2;12;1;0;1;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;27337;3;0,0067;0;0;0;0;0;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;109420;12;0,0269;4;2;0;1;6;1;0;1;5;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;137954;4;0,009;0;2;0;1;0;1;0;1;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;114860;6;0,0134;5;2;0;1;6;1;0;1;4;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;100467;5;0,0112;3;2;0;1;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;16134;15;0,0336;3;0;0;1;3;1;0;1;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;28156;6;0,0134;4;2;0;1;4;1;0;1;6;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;19579;1;0,0022;0;0;0;0;0;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;32048;8;0,0179;3;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;17410;38;0,0851;4;2;0;1;4;1;0;1;4;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;9332;2;0,0045;12;4;0;1;6;1;0;3;7;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;111168;2;0,0045;0;2;0;2;3;2;1;0;0;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;132323;5;0,0112;7;0;0;0;4;0;0;1;5;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;119168;13;0,0291;7;0;0;0;6;0;0;2;5;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;7659;4;0,009;4;2;0;1;4;1;0;1;3;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;6440;1;0,0022;2;0;0;0;3;0;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;14965;2;0,0045;4;2;0;1;4;1;0;1;6;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;967;1;0,0022;4;0;0;0;10;0;0;0;6;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;132840;5;0,0112;2;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;123535;6;0,0134;3;0;0;0;3;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;107955;10;0,0224;3;2;0;1;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;28245;1;0,0022;2;2;0;0;3;0;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;4418;1;0,0022;2;3;0;0;3;0;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;15149;2;0,0045;3;0;0;0;3;0;0;0;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;21146;5;0,0112;3;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;138699;1;0,0022;3;0;0;0;6;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;56904;1;0,0022;2;2;0;1;3;1;0;1;4;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;11874;2;0,0045;2;3;0;1;6;1;1;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;17232;4;0,009;5;0;0;0;9;0;0;0;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;14772;6;0,0134;3;2;0;0;3;0;0;1;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;59039;3;0,0067;0;3;0;2;3;2;0;0;4;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;140109;6;0,0134;3;0;0;0;5;0;0;0;0;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;34958;1;0,0022;4;0;0;0;2;0;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;34961;4;0,009;3;0;0;0;0;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;129815;38;0,0851;3;0;0;0;4;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;123385;17;0,0381;9;0;0;0;10;0;0;3;5;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;101049;26;0,0582;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;33387;8;0,0179;3;2;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;11393;4;0,009;3;5;1;2;3;1;1;1;6;9
Teilesatz, Automatikgetriebe-?lwechsel;4921;120617;11;0,0246;5;2;0;1;6;0;0;0;4;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;128591;1;0,0022;2;2;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;141268;2;0,0045;3;2;1;1;6;0;0;1;1;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;126000;9;0,0202;6;0;0;0;5;0;0;1;5;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;361;3;0,0067;4;0;0;0;2;0;0;0;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;120129;3;0,0067;3;3;1;3;12;2;0;0;0;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;19632;1;0,0022;2;3;0;1;6;1;0;1;5;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;136082;6;0,0134;7;2;0;1;7;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;33135;3;0,0067;3;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;138537;1;0,0022;2;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;119940;4;0,009;6;5;2;4;6;2;1;1;2;9
Teilesatz, Automatikgetriebe-?lwechsel;4921;22826;1;0,0022;5;2;0;1;3;1;0;2;5;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;1620;1;0,0022;0;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;15988;6;0,0134;2;2;0;0;3;0;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;1874;1;0,0022;0;0;0;1;6;1;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;107642;2;0,0045;2;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;135144;2;0,0045;7;0;0;0;2;0;0;0;0;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;29925;1;0,0022;4;0;0;0;6;0;0;0;2;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;18668;2;0,0045;5;4;0;2;8;1;0;1;5;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;146109;1;0,0022;3;2;1;0;6;0;0;1;1;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;22556;4;0,009;5;2;0;1;6;1;0;1;7;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;6837;12;0,0269;2;2;0;0;3;0;0;1;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;117079;2;0,0045;7;0;0;0;9;0;0;2;3;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;113445;2;0,0045;2;2;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;19396;4;0,009;2;4;0;3;6;1;0;1;5;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;59454;2;0,0045;3;3;0;2;4;2;0;0;4;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;57480;1;0,0022;5;2;0;1;11;1;0;1;3;9
Teilesatz, Automatikgetriebe-?lwechsel;4921;13088;1;0,0022;2;2;0;1;3;1;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;18997;1;0,0022;6;2;0;1;6;1;1;2;5;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;2992;1;0,0022;0;0;0;0;0;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;30868;6;0,0134;6;2;0;1;6;1;1;2;5;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;16022;1;0,0022;3;2;0;1;3;1;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;122149;6;0,0134;2;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;13729;4;0,009;4;0;0;0;6;0;0;0;2;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;141568;5;0,0112;3;2;1;1;3;0;0;1;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;113408;1;0,0022;2;2;0;0;3;0;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;137746;7;0,0157;6;0;0;0;5;0;0;2;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;22553;2;0,0045;5;2;0;2;9;1;0;1;6;9
Teilesatz, Automatikgetriebe-?lwechsel;4921;138858;36;0,0806;6;0;0;0;5;0;0;2;4;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;8316;2;0,0045;5;2;0;0;12;0;0;1;4;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;126745;5;0,0112;2;2;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;100853;4;0,009;2;2;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;32034;1;0,0022;3;0;0;0;3;0;0;0;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;14586;4;0,009;5;2;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;10396;2;0,0045;9;2;0;1;6;0;0;1;6;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;55092;2;0,0045;6;0;0;0;5;0;0;1;2;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;136779;5;0,0112;3;2;1;1;3;0;0;1;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;119516;10;0,0224;3;5;1;3;3;2;1;1;2;9
Teilesatz, Automatikgetriebe-?lwechsel;4921;27569;1;0,0022;0;0;0;0;0;0;0;0;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;117838;1;0,0022;2;0;0;0;3;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;32052;1;0,0022;3;2;0;1;6;1;1;1;3;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;135951;7;0,0157;0;2;0;2;2;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;18290;2;0,0045;0;2;0;1;6;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;12330;1;0,0022;6;3;0;2;12;2;0;0;6;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;111763;12;0,0269;2;0;0;0;3;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;137528;2;0,0045;4;0;0;1;6;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;8692;2;0,0045;4;2;0;1;10;1;0;1;6;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;55337;2;0,0045;3;2;0;1;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;11066;3;0,0067;3;0;0;0;3;0;0;0;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;26787;4;0,009;3;2;0;1;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;124225;3;0,0067;6;0;0;0;5;0;0;1;4;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;116052;2;0,0045;3;0;0;1;3;1;0;1;4;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;139652;4;0,009;5;0;0;0;1;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;50618;1;0,0022;3;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;32855;1;0,0022;4;0;0;0;6;0;0;0;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;134896;1;0,0022;2;3;0;0;3;0;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;290;1;0,0022;2;2;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;128113;22;0,0493;3;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;6918;25;0,056;4;2;0;1;6;1;0;1;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;133249;8;0,0179;4;3;0;1;6;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;135178;7;0,0157;7;0;0;0;7;0;0;2;5;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;134261;21;0,047;3;2;1;1;3;0;0;1;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;127995;1;0,0022;4;3;0;1;6;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;11779;10;0,0224;0;0;0;1;6;1;0;0;4;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;12172;136;0,3047;3;2;0;1;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;18941;3;0,0067;2;0;0;0;9;0;0;0;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;11585;34;0,0762;0;2;0;1;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;8791;1;0,0022;0;0;0;0;0;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;19697;9;0,0202;3;2;0;1;3;0;0;0;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;133253;2;0,0045;2;3;0;1;3;1;0;1;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;109397;14;0,0314;3;2;0;1;3;0;0;0;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;22518;4;0,009;4;2;0;1;6;1;0;1;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;7677;38;0,0851;4;2;0;1;4;1;0;1;3;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;136646;5;0,0112;2;3;0;0;3;0;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;8846;1;0,0022;4;2;0;1;10;1;0;1;6;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;107756;1;0,0022;4;0;0;0;6;0;0;0;1;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;131833;1;0,0022;2;2;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;30375;6;0,0134;2;2;0;1;6;1;0;2;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;131785;2;0,0045;0;3;0;2;3;2;0;0;0;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;136441;2;0,0045;3;2;1;1;3;0;0;1;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;777;3;0,0067;6;0;0;0;9;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;30364;1;0,0022;2;0;0;0;6;0;0;0;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;127340;2;0,0045;3;0;1;1;9;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;115116;7;0,0157;3;0;0;0;4;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;22525;1;0,0022;5;2;0;1;6;1;0;1;1;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;31962;2;0,0045;6;4;0;1;6;1;0;2;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;6087;1;0,0022;2;2;0;0;3;0;0;0;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;10576;56;0,1255;2;3;0;0;3;0;1;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;19846;1;0,0022;2;0;0;0;6;0;0;0;2;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;9895;1;0,0022;3;0;0;0;3;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;118064;1;0,0022;2;3;0;1;3;1;0;1;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;33791;11;0,0246;2;0;0;0;3;0;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;112245;5;0,0112;2;2;0;1;3;1;0;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;117404;1;0,0022;0;3;0;2;3;2;1;0;0;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;18570;1;0,0022;2;0;0;0;3;0;0;0;2;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;116013;10;0,0224;2;3;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;17846;1;0,0022;0;0;0;0;0;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;128982;2;0,0045;2;2;0;0;3;0;0;1;2;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;138856;2;0,0045;0;0;0;0;3;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;140667;2;0,0045;3;0;0;0;1;0;0;0;0;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;113454;5;0,0112;2;3;0;1;3;1;0;1;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;140121;6;0,0134;3;0;0;0;5;0;0;0;0;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;143880;3;0,0067;3;2;0;1;3;0;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;23072;3;0,0067;3;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;118988;4;0,009;5;0;0;0;7;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;146698;8;0,0179;3;2;1;1;9;0;0;0;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;55164;8;0,0179;0;0;0;0;0;0;0;1;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;5013;1;0,0022;4;1;0;0;0;0;0;1;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;107894;5;0,0112;3;2;0;1;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;29566;4;0,009;4;2;0;1;6;1;0;1;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;138541;1;0,0022;2;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;129868;1;0,0022;3;2;1;1;3;0;0;1;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;5902;11;0,0246;5;4;0;0;6;0;1;1;3;9
Teilesatz, Automatikgetriebe-?lwechsel;4921;23477;6;0,0134;3;3;0;2;8;2;0;0;13;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;15061;3;0,0067;4;2;0;1;10;1;0;1;6;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;811;3;0,0067;10;0;0;0;13;0;0;0;3;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;136524;8;0,0179;5;0;0;0;1;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;24456;3;0,0067;4;2;0;1;6;1;0;1;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;28253;7;0,0157;6;0;0;0;5;0;0;1;4;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;121649;1;0,0022;0;0;0;0;6;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;100629;2;0,0045;6;0;0;1;5;1;0;2;7;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;59635;2;0,0045;5;0;0;1;3;1;0;2;5;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;142748;1;0,0022;0;0;0;1;6;1;0;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;133683;11;0,0246;2;0;0;0;1;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;108588;19;0,0426;11;0;0;0;12;0;0;1;4;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;19950;5;0,0112;6;4;0;1;6;1;1;2;5;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;132444;4;0,009;1;0;0;0;1;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;33772;3;0,0067;2;3;0;1;3;1;1;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;55578;1;0,0022;0;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;111783;6;0,0134;2;0;0;0;3;0;0;1;1;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;135657;4;0,009;7;0;0;0;7;0;0;2;5;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;32062;3;0,0067;2;2;0;1;3;1;0;1;3;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;15982;1;0,0022;2;2;0;0;3;0;0;0;2;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;137768;4;0,009;7;2;0;1;6;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;136917;10;0,0224;3;0;0;2;4;2;0;0;4;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;17732;3;0,0067;3;0;0;0;3;0;0;0;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;18221;2;0,0045;3;0;0;0;3;0;0;0;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;5324;1;0,0022;2;2;0;0;3;0;0;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;115141;10;0,0224;2;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;107441;1;0,0022;2;3;0;0;3;0;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;26623;1;0,0022;2;2;0;2;3;1;0;1;6;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;118034;37;0,0829;7;0;0;0;7;0;0;2;3;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;143281;9;0,0202;0;2;0;1;6;0;0;0;0;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;55510;29;0,065;4;0;0;1;2;1;0;2;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;136292;11;0,0246;1;0;0;0;1;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;137377;6;0,0134;6;2;0;0;8;0;0;1;4;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;32114;18;0,0403;5;5;0;1;3;1;1;1;4;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;9891;45;0,1008;6;5;0;3;8;3;0;1;8;12
Teilesatz, Automatikgetriebe-?lwechsel;4921;11783;10;0,0224;4;0;0;0;1;0;0;1;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;57524;1;0,0022;4;0;0;0;1;0;0;1;0;1
Teilesatz, Automatikgetriebe-?lwechsel;4921;143389;1;0,0022;3;2;1;1;3;0;0;1;1;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;16994;1;0,0022;6;2;0;2;3;2;0;2;2;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;28231;4;0,009;4;0;0;0;2;0;0;1;2;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;108649;2;0,0045;11;4;0;2;9;1;0;1;7;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;144477;1;0,0022;0;2;0;2;2;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;115584;90;0,2016;5;3;0;2;8;1;0;1;7;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;128473;1;0,0022;1;0;0;0;1;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;2479;3;0,0067;0;2;0;0;3;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;114876;3;0,0067;2;2;0;1;3;1;0;1;3;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;136004;26;0,0582;3;2;1;3;6;2;1;1;2;6
Teilesatz, Automatikgetriebe-?lwechsel;4921;124200;1;0,0022;4;5;0;0;3;0;0;1;5;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;6981;2;0,0045;4;2;0;1;6;1;0;1;1;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;133041;6;0,0134;5;4;0;1;6;1;0;1;5;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;111766;6;0,0134;0;0;0;1;0;1;0;1;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;115113;2;0,0045;3;0;0;1;3;1;0;2;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;113398;1;0,0022;2;2;0;1;3;1;0;1;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;19749;1;0,0022;2;0;0;0;6;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;116947;7;0,0157;3;0;0;0;3;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;59077;1;0,0022;6;0;0;0;5;0;0;1;5;4
Teilesatz, Automatikgetriebe-?lwechsel;4921;100542;2;0,0045;3;3;0;2;4;2;0;0;4;7
Teilesatz, Automatikgetriebe-?lwechsel;4921;16570;2;0,0045;3;0;0;0;3;0;0;0;0;2
Teilesatz, Automatikgetriebe-?lwechsel;4921;107340;6;0,0134;1;0;0;0;1;0;0;0;0;0
Teilesatz, Automatikgetriebe-?lwechsel;4921;14064;1;0,0022;0;0;0;0;0;0;0;0;2;3
Teilesatz, Automatikgetriebe-?lwechsel;4921;7678;83;0,1859;4;2;0;1;4;1;0;1;3;5
Teilesatz, Automatikgetriebe-?lwechsel;4921;116213;5;0,0112;2;0;0;1;3;1;0;1;1;0
